"",INFORMATION TECHNOLOGY[Full Time] (Generated on 05/06/2023 09:17 PM)
"",Course Code Course
ITT301,WEB APPLICATION DEVELOPMENT
ITT303,OPERATING SYSTEM CONCEPTS
ITT305,DATA COMMUNICATION AND NETWORKING
ITT307,FORMAL LANGUAGES AND AUTOMATA THEORY
ITT309,MANAGEMENT FOR SOFTWARE ENGINEERS
MCN301,DISASTER MANAGEMENT
ITL331,OPERATING SYSTEM AND NETWORK PROGRAMMING
"",LAB
ITL333,WEB APPLICATION DEVELOPMENT LAB
Register No,,Course Code (Grade)
LTRV20ME070,"HUT310(B+), MCN301(P), MEL333(S), MET301(A+), MET303(A+), MET305(A), MET307(B),MEL331(S)"
LTRV20ME071,"HUT310(D), MCN301(C+), MEL333(S), MET301(F), MET303(P), MET305(F), MET307(F),MEL331(S)"
LTRV20ME072,"HUT310(B), MCN301(C), MEL333(S), MET301(C), MET303(C+), MET305(B+), MET307(C),MEL331(S)"
LTRV20ME073,"HUT310(D), MCN301(P), MEL333(S), MET301(P), MET303(P), MET305(C), MET307(C),MEL331(S)"
PKD19ME012,MET301(B)
PKD20ME004,"HUT310(C), MCN301(D), MEL333(S), MET301(B), MET303(C), MET305(B), MET307(P),MEL331(S)"
TRV19ME001,MET301(C)
TRV19ME006,MET303(C)
TRV19ME007,"MET301(P), MET303(P)"
TRV19ME008,"MET301(C), MET303(F)"
TRV19ME012,MET303(F)
TRV19ME025,"HUT310(D), MET301(P), MET303(F)"
TRV19ME030,HUT310(C+)
TRV19ME039,MET303(F)
TRV19ME043,"HUT310(C), MET301(P), MET303(P), MET307(F)"
TRV19ME044,"HUT310(P), MET303(P), MET307(F)"
TRV19ME050,"MET303(P), MET307(F)"
TRV19ME055,MET301(C+)
TRV19ME056,"MCN301(D), MET301(P), MET307(P)"
TRV19ME057,MCN301(D)
TRV20ME001,"HUT310(P), MCN301(P), MEL333(S), MET301(C), MET303(P), MET305(B), MET307(F),MEL331(A)"
TRV20ME002,"HUT310(C), MCN301(P), MEL333(S), MET301(P), MET303(D), MET305(B), MET307(D),MEL331(A)"
TRV20ME003,"HUT310(B+), MCN301(C), MEL333(S), MET301(C+), MET303(C), MET305(A+), MET307(D),MEL331(A+)"
TRV20ME004,"HUT310(C+), MCN301(D), MEL333(A), MET301(B+), MET303(C+), MET305(B), MET307(D),MEL331(A+)"
TRV20ME005,"HUT310(B), MCN301(D), MEL333(S), MET301(B+), MET303(C+), MET305(A), MET307(C+),MEL331(S)"
TRV20ME006,"HUT310(C), MCN301(D), MEL333(S), MET301(B+), MET303(B+), MET305(B), MET307(F),MEL331(A)"
TRV20ME007,"HUT310(F), MCN301(F), MEL333(A), MET301(D), MET303(F), MET305(P), MET307(F),MEL331(B+)"
TRV20ME008,"HUT310(C+), MCN301(B), MEL333(S), MET301(B), MET303(B+), MET305(B+), MET307(B),MEL331(A+)"
TRV20ME009,"HUT310(C), MCN301(C), MEL333(S), MET301(A+), MET303(B), MET305(C), MET307(C+),MEL331(S)"
